y4_hhid,region,district,ward,village,region_name,district_name,ward_name,village_name,ea,clusterid,occ,plotnum,plot_area,wardtype,clustertype,lat_modified,lon_modified
3187-001,mbeya,4,211,2,MBEYA,RUNGWE,**CONFIDENTIAL**,IKUTI,8,1.20421E+11,2,M2,1.159999967,rural,rural,-9.241634682,33.52306017
3190-001,mbeya,4,211,2,MBEYA,RUNGWE,**CONFIDENTIAL**,IKUTI,8,1.20421E+11,2,M2,2,rural,rural,-9.241634682,33.52306017
3185-001,mbeya,4,211,2,MBEYA,RUNGWE,**CONFIDENTIAL**,IKUTI,8,1.20421E+11,4,M4,1.340000033,rural,rural,-9.241634682,33.52306017
3187-001,mbeya,4,211,2,MBEYA,RUNGWE,**CONFIDENTIAL**,IKUTI,8,1.20421E+11,4,M4,6.699999809,rural,rural,-9.241634682,33.52306017
3187-001,mbeya,4,211,2,MBEYA,RUNGWE,**CONFIDENTIAL**,IKUTI,8,1.20421E+11,1,M1,2.5,rural,rural,-9.241634682,33.52306017
3192-001,mbeya,4,211,2,MBEYA,RUNGWE,**CONFIDENTIAL**,IKUTI,8,1.20421E+11,3,M3,1.399999976,rural,rural,-9.241634682,33.52306017
3188-001,mbeya,4,211,2,MBEYA,RUNGWE,**CONFIDENTIAL**,IKUTI,8,1.20421E+11,1,M1,0.5,rural,rural,-9.241634682,33.52306017
3185-001,mbeya,4,211,2,MBEYA,RUNGWE,**CONFIDENTIAL**,IKUTI,8,1.20421E+11,3,M3,2.160000086,rural,rural,-9.241634682,33.52306017
3185-001,mbeya,4,211,2,MBEYA,RUNGWE,**CONFIDENTIAL**,IKUTI,8,1.20421E+11,2,M2,0.5,rural,rural,-9.241634682,33.52306017
7233-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,3,M3,1,rural,rural,-9.316200003,33.45282006
7237-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,3,M3,0.5,rural,rural,-9.316200003,33.45282006
7233-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,4,M4,0.5,rural,rural,-9.316200003,33.45282006
7235-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,1,M1,0.280000001,rural,rural,-9.316200003,33.45282006
7232-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,2,M2,0.300000012,rural,rural,-9.316200003,33.45282006
7232-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,1,M1,0.200000003,rural,rural,-9.316200003,33.45282006
7236-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,2,M2,0.300000012,rural,rural,-9.316200003,33.45282006
7236-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,1,M1,0.319999993,rural,rural,-9.316200003,33.45282006
7235-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,2,M2,2,rural,rural,-9.316200003,33.45282006
7237-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,2,M2,1,rural,rural,-9.316200003,33.45282006
7234-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,1,M1,0.389999986,rural,rural,-9.316200003,33.45282006
7234-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,3,M3,0.310000002,rural,rural,-9.316200003,33.45282006
7238-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,1,M1,1.559999943,rural,rural,-9.316200003,33.45282006
7233-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,1,M1,5.420000076,rural,rural,-9.316200003,33.45282006
7234-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,2,M2,0.540000021,rural,rural,-9.316200003,33.45282006
7234-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,4,M4,1,rural,rural,-9.316200003,33.45282006
7235-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,3,M3,0.5,rural,rural,-9.316200003,33.45282006
7232-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,3,M3,0.300000012,rural,rural,-9.316200003,33.45282006
7238-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,2,M2,0.5,rural,rural,-9.316200003,33.45282006
7239-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,1,M1,0.100000001,rural,rural,-9.316200003,33.45282006
7237-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,1,M1,2.339999914,rural,rural,-9.316200003,33.45282006
7239-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,2,M2,0.119999997,rural,rural,-9.316200003,33.45282006
7239-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,3,M3,1,rural,rural,-9.316200003,33.45282006
7232-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,4,M4,0.300000012,rural,rural,-9.316200003,33.45282006
7233-001,mbeya,5,61,2,MBEYA,ILEJE,**CONFIDENTIAL**,SHIRINGA,4,1.20506E+11,2,M2,0.5,rural,rural,-9.316200003,33.45282006
3208-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,3,M3,0.870000005,rural,rural,-8.869042698,32.78418878
3208-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,1,M1,1,rural,rural,-8.869042698,32.78418878
3206-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,1,M1,3.799999952,rural,rural,-8.869042698,32.78418878
3208-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,4,M4,0.850000024,rural,rural,-8.869042698,32.78418878
3205-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,3,M3,1.5,rural,rural,-8.869042698,32.78418878
3210-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,2,M2,0.600000024,rural,rural,-8.869042698,32.78418878
3208-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,2,M2,2,rural,rural,-8.869042698,32.78418878
3211-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,3,M3,1,rural,rural,-8.869042698,32.78418878
3205-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,1,M1,1.620000005,rural,rural,-8.869042698,32.78418878
3204-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,1,M1,11.27000046,rural,rural,-8.869042698,32.78418878
3211-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,2,M2,0.180000007,rural,rural,-8.869042698,32.78418878
3211-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,1,M1,1,rural,rural,-8.869042698,32.78418878
3207-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,1,M1,4.679999828,rural,rural,-8.869042698,32.78418878
3206-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,2,M2,0.839999974,rural,rural,-8.869042698,32.78418878
3209-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,2,M2,63,rural,rural,-8.869042698,32.78418878
3209-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,1,M1,0.730000019,rural,rural,-8.869042698,32.78418878
3209-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,3,M3,0.370000005,rural,rural,-8.869042698,32.78418878
3210-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,1,M1,0.300000012,rural,rural,-8.869042698,32.78418878
3207-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,2,M2,2,rural,rural,-8.869042698,32.78418878
3205-001,mbeya,6,51,1,MBEYA,MBOZI,**CONFIDENTIAL**,ITAKA,5,1.20605E+11,2,M2,1.620000005,rural,rural,-8.869042698,32.78418878
7252-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,4,M4,0.790000021,rural,rural,-8.941708537,32.93826493
7252-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,1,M1,1.620000005,rural,rural,-8.941708537,32.93826493
7255-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,1,M1,2.460000038,rural,rural,-8.941708537,32.93826493
7254-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,1,M1,1.730000019,rural,rural,-8.941708537,32.93826493
7258-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,2,M2,1.860000014,rural,rural,-8.941708537,32.93826493
7257-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,2,M2,1.5,rural,rural,-8.941708537,32.93826493
7252-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,2,M2,0.689999998,rural,rural,-8.941708537,32.93826493
7253-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,1,M1,1.700000048,rural,rural,-8.941708537,32.93826493
7252-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,5,M5,0.610000014,rural,rural,-8.941708537,32.93826493
7256-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,1,M1,2.299999952,rural,rural,-8.941708537,32.93826493
7252-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,3,M3,1.529999971,rural,rural,-8.941708537,32.93826493
7257-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,1,M1,3.559999943,rural,rural,-8.941708537,32.93826493
7252-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,8,M8,0.479999989,rural,rural,-8.941708537,32.93826493
7251-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,2,M2,0.5,rural,rural,-8.941708537,32.93826493
7258-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,1,M1,1.620000005,rural,rural,-8.941708537,32.93826493
7251-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,1,M1,0.529999971,rural,rural,-8.941708537,32.93826493
7256-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,2,M2,0.699999988,rural,rural,-8.941708537,32.93826493
7256-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,3,M3,0.829999983,rural,rural,-8.941708537,32.93826493
7253-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,2,M2,0.980000019,rural,rural,-8.941708537,32.93826493
7252-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,6,M6,0.400000006,rural,rural,-8.941708537,32.93826493
7256-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,4,M4,0.939999998,rural,rural,-8.941708537,32.93826493
7252-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,7,M7,1.340000033,rural,rural,-8.941708537,32.93826493
7258-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,3,M3,0.829999983,rural,rural,-8.941708537,32.93826493
7253-001,mbeya,6,121,1,MBEYA,MBOZI,**CONFIDENTIAL**,MSANYILA,14,1.20612E+11,3,M3,6,rural,rural,-8.941708537,32.93826493
3230-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,1,M1,0.25,mixed,rural,-8.848529091,34.05057014
3226-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,9,M9,0.330000013,mixed,rural,-8.848529091,34.05057014
3229-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,2,M2,0.860000014,mixed,rural,-8.848529091,34.05057014
3224-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,1,M1,0.25999999,mixed,rural,-8.848529091,34.05057014
3226-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,8,M8,0.25,mixed,rural,-8.848529091,34.05057014
3227-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,2,M2,4.239999771,mixed,rural,-8.848529091,34.05057014
3223-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,3,M3,0.200000003,mixed,rural,-8.848529091,34.05057014
3229-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,1,M1,0.02,mixed,rural,-8.848529091,34.05057014
3226-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,1,M1,0.25999999,mixed,rural,-8.848529091,34.05057014
3225-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,1,M1,0.159999996,mixed,rural,-8.848529091,34.05057014
3226-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,6,M6,0.850000024,mixed,rural,-8.848529091,34.05057014
3230-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,2,M2,1.730000019,mixed,rural,-8.848529091,34.05057014
3224-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,3,M3,1.190000057,mixed,rural,-8.848529091,34.05057014
3227-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,4,M4,1.059999943,mixed,rural,-8.848529091,34.05057014
3226-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,5,M5,0.230000004,mixed,rural,-8.848529091,34.05057014
3226-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,7,M7,0.280000001,mixed,rural,-8.848529091,34.05057014
3223-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,1,M1,1.5,mixed,rural,-8.848529091,34.05057014
3224-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,2,M2,1.289999962,mixed,rural,-8.848529091,34.05057014
3227-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,5,M5,0.300000012,mixed,rural,-8.848529091,34.05057014
3227-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,3,M3,1.230000019,mixed,rural,-8.848529091,34.05057014
3223-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,2,M2,1,mixed,rural,-8.848529091,34.05057014
3226-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,4,M4,0.239999995,mixed,rural,-8.848529091,34.05057014
3226-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,3,M3,0.389999986,mixed,rural,-8.848529091,34.05057014
3226-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,2,M2,0.75999999,mixed,rural,-8.848529091,34.05057014
3227-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,1,M1,0.129999995,mixed,rural,-8.848529091,34.05057014
3228-001,mbeya,7,43,3,MBEYA,MBARALI,**CONFIDENTIAL**,MWALUMA,1,1.20704E+11,1,,,mixed,rural,-8.848529091,34.05057014
7274-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,2,M2,1,rural,rural,-8.263527433,34.73319997
7270-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,3,M3,0.5,rural,rural,-8.263527433,34.73319997
7275-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,2,M2,1.340000033,rural,rural,-8.263527433,34.73319997
7271-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,2,M2,0.980000019,rural,rural,-8.263527433,34.73319997
7271-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,1,M1,3.519999981,rural,rural,-8.263527433,34.73319997
7271-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,3,M3,10.06999969,rural,rural,-8.263527433,34.73319997
7273-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,3,M3,2,rural,rural,-8.263527433,34.73319997
7272-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,1,M1,11.92000008,rural,rural,-8.263527433,34.73319997
7270-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,1,M1,2.5,rural,rural,-8.263527433,34.73319997
7272-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,3,M3,4,rural,rural,-8.263527433,34.73319997
7274-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,1,M1,1.129999995,rural,rural,-8.263527433,34.73319997
7275-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,1,M1,1.879999995,rural,rural,-8.263527433,34.73319997
7272-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,2,M2,5,rural,rural,-8.263527433,34.73319997
7277-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,1,M1,3.730000019,rural,rural,-8.263527433,34.73319997
7276-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,2,M2,2.329999924,rural,rural,-8.263527433,34.73319997
7270-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,2,M2,1,rural,rural,-8.263527433,34.73319997
7276-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,1,M1,0.379999995,rural,rural,-8.263527433,34.73319997
7273-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,1,M1,2.5,rural,rural,-8.263527433,34.73319997
7277-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,2,M2,4,rural,rural,-8.263527433,34.73319997
7273-001,mbeya,7,181,1,MBEYA,MBARALI,**CONFIDENTIAL**,NYAKAZOMBE,1,1.20718E+11,2,M2,2.5,rural,rural,-8.263527433,34.73319997
7296-001,mbeya,7,202,24,MBEYA,MBARALI,**CONFIDENTIAL**,MLOMBOJI,1,1.2072E+11,1,M1,7.179999828,urban,urban,-8.7681881,34.33696355
7291-001,mbeya,7,202,24,MBEYA,MBARALI,**CONFIDENTIAL**,MLOMBOJI,1,1.2072E+11,1,M1,0.839999974,urban,urban,-8.7681881,34.33696355
7289-001,mbeya,7,202,24,MBEYA,MBARALI,**CONFIDENTIAL**,MLOMBOJI,1,1.2072E+11,1,M1,5.590000153,urban,urban,-8.7681881,34.33696355
7290-001,mbeya,7,202,24,MBEYA,MBARALI,**CONFIDENTIAL**,MLOMBOJI,1,1.2072E+11,3,M3,2.089999914,urban,urban,-8.7681881,34.33696355
7292-001,mbeya,7,202,24,MBEYA,MBARALI,**CONFIDENTIAL**,MLOMBOJI,1,1.2072E+11,1,M1,0.49000001,urban,urban,-8.7681881,34.33696355
7292-001,mbeya,7,202,24,MBEYA,MBARALI,**CONFIDENTIAL**,MLOMBOJI,1,1.2072E+11,2,M2,0.439999998,urban,urban,-8.7681881,34.33696355
7290-001,mbeya,7,202,24,MBEYA,MBARALI,**CONFIDENTIAL**,MLOMBOJI,1,1.2072E+11,2,M2,1.100000024,urban,urban,-8.7681881,34.33696355
7293-001,mbeya,7,202,24,MBEYA,MBARALI,**CONFIDENTIAL**,MLOMBOJI,1,1.2072E+11,2,M2,19.5,urban,urban,-8.7681881,34.33696355
7291-001,mbeya,7,202,24,MBEYA,MBARALI,**CONFIDENTIAL**,MLOMBOJI,1,1.2072E+11,3,M3,0.289999992,urban,urban,-8.7681881,34.33696355
7294-001,mbeya,7,202,24,MBEYA,MBARALI,**CONFIDENTIAL**,MLOMBOJI,1,1.2072E+11,1,M1,11.77999973,urban,urban,-8.7681881,34.33696355
7291-001,mbeya,7,202,24,MBEYA,MBARALI,**CONFIDENTIAL**,MLOMBOJI,1,1.2072E+11,2,M2,0.469999999,urban,urban,-8.7681881,34.33696355
7290-001,mbeya,7,202,24,MBEYA,MBARALI,**CONFIDENTIAL**,MLOMBOJI,1,1.2072E+11,1,M1,0.180000007,urban,urban,-8.7681881,34.33696355
7293-001,mbeya,7,202,24,MBEYA,MBARALI,**CONFIDENTIAL**,MLOMBOJI,1,1.2072E+11,1,M1,5.630000114,urban,urban,-8.7681881,34.33696355
7295-001,mbeya,7,202,24,MBEYA,MBARALI,**CONFIDENTIAL**,MLOMBOJI,1,1.2072E+11,1,,,urban,urban,-8.7681881,34.33696355
3243-001,mbeya,8,252,1,MBEYA,MBEYA JIJI,**CONFIDENTIAL**,NDANYELA,5,1.20825E+11,2,M2,2,urban,urban,-8.919834075,33.4174763
3246-001,mbeya,8,252,1,MBEYA,MBEYA JIJI,**CONFIDENTIAL**,NDANYELA,5,1.20825E+11,1,M1,0.680000007,urban,urban,-8.919834075,33.4174763
3246-001,mbeya,8,252,1,MBEYA,MBEYA JIJI,**CONFIDENTIAL**,NDANYELA,5,1.20825E+11,2,M2,0,urban,urban,-8.919834075,33.4174763
3242-001,mbeya,8,252,1,MBEYA,MBEYA JIJI,**CONFIDENTIAL**,NDANYELA,5,1.20825E+11,1,,,urban,urban,-8.919834075,33.4174763
3244-001,mbeya,8,252,1,MBEYA,MBEYA JIJI,**CONFIDENTIAL**,NDANYELA,5,1.20825E+11,2,M2,1,urban,urban,-8.919834075,33.4174763
3243-001,mbeya,8,252,1,MBEYA,MBEYA JIJI,**CONFIDENTIAL**,NDANYELA,5,1.20825E+11,1,M1,0.5,urban,urban,-8.919834075,33.4174763
3244-001,mbeya,8,252,1,MBEYA,MBEYA JIJI,**CONFIDENTIAL**,NDANYELA,5,1.20825E+11,1,M1,0.25,urban,urban,-8.919834075,33.4174763
3245-001,mbeya,8,252,1,MBEYA,MBEYA JIJI,**CONFIDENTIAL**,NDANYELA,5,1.20825E+11,1,,,urban,urban,-8.919834075,33.4174763
3247-001,mbeya,8,252,1,MBEYA,MBEYA JIJI,**CONFIDENTIAL**,NDANYELA,5,1.20825E+11,1,,,urban,urban,-8.919834075,33.4174763
3249-001,mbeya,8,252,1,MBEYA,MBEYA JIJI,**CONFIDENTIAL**,NDANYELA,5,1.20825E+11,1,M1,1.00999999,urban,urban,-8.919834075,33.4174763
3248-001,mbeya,8,252,1,MBEYA,MBEYA JIJI,**CONFIDENTIAL**,NDANYELA,5,1.20825E+11,1,M1,0.49000001,urban,urban,-8.919834075,33.4174763
3265-001,mbeya,9,121,4,MBEYA,MOMBA,**CONFIDENTIAL**,NAMTAMBALALA,4,1.20912E+11,2,M2,7.460000038,rural,rural,-8.708899785,32.26289949
3263-001,mbeya,9,121,4,MBEYA,MOMBA,**CONFIDENTIAL**,NAMTAMBALALA,4,1.20912E+11,1,M1,0.699999988,rural,rural,-8.708899785,32.26289949
3265-001,mbeya,9,121,4,MBEYA,MOMBA,**CONFIDENTIAL**,NAMTAMBALALA,4,1.20912E+11,1,M1,0.689999998,rural,rural,-8.708899785,32.26289949
3263-001,mbeya,9,121,4,MBEYA,MOMBA,**CONFIDENTIAL**,NAMTAMBALALA,4,1.20912E+11,4,M4,12.39999962,rural,rural,-8.708899785,32.26289949
3266-001,mbeya,9,121,4,MBEYA,MOMBA,**CONFIDENTIAL**,NAMTAMBALALA,4,1.20912E+11,1,M1,5,rural,rural,-8.708899785,32.26289949
3262-001,mbeya,9,121,4,MBEYA,MOMBA,**CONFIDENTIAL**,NAMTAMBALALA,4,1.20912E+11,1,M1,2.5,rural,rural,-8.708899785,32.26289949
3262-001,mbeya,9,121,4,MBEYA,MOMBA,**CONFIDENTIAL**,NAMTAMBALALA,4,1.20912E+11,5,M5,4,rural,rural,-8.708899785,32.26289949
3268-001,mbeya,9,121,4,MBEYA,MOMBA,**CONFIDENTIAL**,NAMTAMBALALA,4,1.20912E+11,2,M2,13.94999981,rural,rural,-8.708899785,32.26289949
